A1,,B1,,C1,,D1,,E1,,F1,,G1,,H1,
35.21,0.02194905,35.21,0.02078837,35.21,0.03245357,35.21,0.02213491,35.21,0.02011121,35.21,0.01411172,35.21,0.01590002,35.21,0.01075109
35.41,0.01511811,35.41,0.01296564,35.41,0.03261558,35.41,0.02050285,35.41,0.01881168,35.41,0.01714446,35.41,0.01622221,35.41,0.01455774
35.61,0.02050673,35.61,0.01393384,35.61,0.03527505,35.61,0.02554196,35.61,0.02422941,35.61,0.01489361,35.61,0.01625,35.61,0.01360498
35.8,0.01837802,35.8,0.01800532,35.8,0.03051122,35.8,0.02384747,35.8,0.0181909,35.8,0.01209699,35.8,0.01416038,35.8,0.01030722
36,0.01783664,36,0.01783188,36,0.03496654,36,0.02672873,36,0.0176498,36,0.01507446,36,0.01787021,36,0.01565238
36.21,0.01633479,36.21,0.01354556,36.21,0.02918127,36.21,0.02853705,36.21,0.02277884,36.21,0.01163796,36.21,0.01873973,36.21,0.0163703
36.41,0.01723777,36.41,0.01286678,36.41,0.02886819,36.41,0.02758244,36.41,0.02122972,36.41,0.01685746,36.41,0.01763315,36.41,0.01581331
36.6,0.01814038,36.6,0.01994976,36.6,0.03261182,36.6,0.02789257,36.6,0.01457984,36.6,0.01497047,36.6,0.01484426,36.6,0.01283728
36.81,0.01879737,36.81,0.01116012,36.81,0.03636958,36.81,0.02384512,36.81,0.01880688,36.81,0.01553805,36.81,0.01831104,36.81,0.01405861
37,0.01995245,37,0.01367069,37,0.03324443,37,0.02603196,37,0.01983138,37,0.0161862,37,0.01764458,37,0.01372714
37.19,0.02393647,37.19,0.01651212,37.19,0.03370771,37.19,0.02722411,37.19,0.0233244,37.19,0.02048447,37.19,0.0164708,37.19,0.0129091
37.41,0.01982561,37.41,0.01417074,37.41,0.03273495,37.41,0.02497444,37.41,0.02194219,37.41,0.01619797,37.41,0.01874959,37.41,0.01393167
37.61,0.01885044,37.61,0.01005619,37.61,0.03378879,37.61,0.0238109,37.61,0.02255631,37.61,0.01273687,37.61,0.01864829,37.61,0.01125698
37.8,0.01772051,37.8,0.01511992,37.8,0.03129245,37.8,0.02590751,37.8,0.01953018,37.8,0.01431909,37.8,0.0144014,37.8,0.01180399
38,0.02072573,38,0.01255694,38,0.02865007,38,0.02613123,38,0.02118199,38,0.01607034,38,0.01569183,38,0.01450378
38.2,0.01818313,38.2,0.01526903,38.2,0.02937401,38.2,0.02543093,38.2,0.01959715,38.2,0.01639621,38.2,0.01324404,38.2,0.01442896
38.39,0.02171919,38.39,0.01046976,38.39,0.03286729,38.39,0.02709181,38.39,0.01566126,38.39,0.01548685,38.39,0.01436635,38.39,0.01299362
38.61,0.02211102,38.61,0.01673475,38.61,0.0362061,38.61,0.02811928,38.61,0.02444279,38.61,0.01490873,38.61,0.01784207,38.61,0.01232188
38.81,0.02140447,38.81,0.01187664,38.81,0.03117268,38.81,0.02697366,38.81,0.02152292,38.81,0.01196128,38.81,0.01611885,38.81,0.01367679
39,0.01859883,39,0.01202501,39,0.03643803,39,0.02954936,39,0.0235715,39,0.01471579,39,0.01500872,39,0.01343041
39.2,0.02121581,39.2,0.01503579,39.2,0.03642138,39.2,0.02812877,39.2,0.02152046,39.2,0.01517407,39.2,0.01640536,39.2,0.0106725
39.4,0.02106638,39.4,0.01700277,39.4,0.03116624,39.4,0.02988712,39.4,0.01888099,39.4,0.01740928,39.4,0.01729788,39.4,0.0103771
39.59,0.01862175,39.59,0.0139902,39.59,0.03210618,39.59,0.02674435,39.59,0.02219709,39.59,0.01426344,39.59,0.01261007,39.59,0.0117927
39.81,0.01845663,39.81,0.01122448,39.81,0.03008863,39.81,0.0210873,39.81,0.02332485,39.81,0.01769807,39.81,0.01781164,39.81,0.01214282
40.01,0.02084072,40.01,0.01608407,40.01,0.03503318,40.01,0.02697929,40.01,0.02169607,40.01,0.01769596,40.01,0.01669552,40.01,0.01106302
40.2,0.01923827,40.2,0.01143022,40.2,0.02973475,40.2,0.02735154,40.2,0.01637469,40.2,0.01605951,40.2,0.01435181,40.2,0.0096649
40.4,0.01728569,40.4,0.01676105,40.4,0.03258153,40.4,0.02704773,40.4,0.01887757,40.4,0.01479221,40.4,0.01223465,40.4,0.01064501
40.61,0.019256,40.61,0.01558764,40.61,0.03230943,40.61,0.02355273,40.61,0.02137258,40.61,0.01327828,40.61,0.01203503,40.61,0.00986358
40.81,0.02205838,40.81,0.01537047,40.81,0.03599425,40.81,0.02434067,40.81,0.02184499,40.81,0.01511532,40.81,0.01445959,40.81,0.01332126
41.01,0.02043961,41.01,0.01586388,41.01,0.0346003,41.01,0.02858309,41.01,0.01784287,41.01,0.01324674,41.01,0.01305097,41.01,0.01045831
41.21,0.02169436,41.21,0.01541607,41.21,0.03388096,41.21,0.02227367,41.21,0.01862483,41.21,0.01872887,41.21,0.01670318,41.21,0.01009542
41.4,0.01969094,41.4,0.01512093,41.4,0.03550997,41.4,0.02794111,41.4,0.01673822,41.4,0.01553438,41.4,0.01814617,41.4,0.01366922
41.6,0.02037987,41.6,0.01535106,41.6,0.03319514,41.6,0.02629508,41.6,0.02516942,41.6,0.01424576,41.6,0.01577523,41.6,0.0162438
41.81,0.02148367,41.81,0.01253422,41.81,0.03553659,41.81,0.02405685,41.81,0.01722002,41.81,0.01551408,41.81,0.02147729,41.81,0.01253159
42.01,0.01992447,42.01,0.01629991,42.01,0.0319296,42.01,0.02482777,42.01,0.02256593,42.01,0.01287638,42.01,0.01963236,42.01,0.01134384
42.21,0.0226045,42.21,0.01470578,42.21,0.03457966,42.21,0.02557279,42.21,0.02193176,42.21,0.0135628,42.21,0.0197126,42.21,0.0154579
42.42,0.02045141,42.42,0.01627403,42.42,0.0345483,42.42,0.02978125,42.42,0.02333846,42.42,0.01375644,42.42,0.01599283,42.42,0.01442258
42.6,0.02113536,42.6,0.01440819,42.6,0.03395008,42.6,0.02890301,42.6,0.02017638,42.6,0.01328735,42.6,0.01461993,42.6,0.01637209
42.81,0.02004967,42.81,0.01288386,42.81,0.02985242,42.81,0.02621841,42.81,0.01784855,42.81,0.01436004,42.81,0.0143546,42.81,0.01292823
43.01,0.01632754,43.01,0.01721107,43.01,0.03448548,43.01,0.03071088,43.01,0.01693043,43.01,0.01091722,43.01,0.01808708,43.01,0.01325757
43.21,0.0165318,43.21,0.01702203,43.21,0.03616783,43.21,0.02240851,43.21,0.02257298,43.21,0.01388951,43.21,0.01655064,43.21,0.01347866
43.4,0.01337459,43.4,0.01327895,43.4,0.03220409,43.4,0.02457421,43.4,0.02315228,43.4,0.01748539,43.4,0.01173437,43.4,0.01243184
43.6,0.01908522,43.6,0.01424875,43.6,0.03523776,43.6,0.02559842,43.6,0.0162408,43.6,0.01187373,43.6,0.01684453,43.6,0.01490094
43.8,0.019504,43.8,0.01348422,43.8,0.03185533,43.8,0.02588929,43.8,0.02106191,43.8,0.01274465,43.8,0.01540983,43.8,0.01379265
43.99,0.01944401,43.99,0.01390404,43.99,0.03210117,43.99,0.03121178,43.99,0.01966828,43.99,0.0129392,43.99,0.01166242,43.99,0.0099682
44.21,0.02145004,44.21,0.0158741,44.21,0.03227528,44.21,0.02514611,44.21,0.0196157,44.21,0.01156963,44.21,0.01788176,44.21,0.00981415
44.41,0.01764042,44.41,0.01602089,44.41,0.0322222,44.41,0.02895638,44.41,0.01875333,44.41,0.01192612,44.41,0.01727277,44.41,0.01343662
44.6,0.01885073,44.6,0.01141903,44.6,0.03493878,44.6,0.02516024,44.6,0.02224578,44.6,0.01768115,44.6,0.01517614,44.6,0.01598701
44.8,0.01778266,44.8,0.016801,44.8,0.03694592,44.8,0.03323453,44.8,0.01554861,44.8,0.01551267,44.8,0.01453384,44.8,0.01185083
45.01,0.0208356,45.01,0.01476787,45.01,0.03428155,45.01,0.03019683,45.01,0.01945817,45.01,0.01614688,45.01,0.01992204,45.01,0.00973096
45.19,0.01701068,45.19,0.01629106,45.19,0.03575093,45.19,0.02475511,45.19,0.02008346,45.19,0.0167301,45.19,0.01716713,45.19,0.01636792
45.41,0.02006436,45.41,0.01794116,45.41,0.03920199,45.41,0.02393603,45.41,0.02096674,45.41,0.0154945,45.41,0.01347326,45.41,0.01242468
45.61,0.02008007,45.61,0.01350466,45.61,0.03005052,45.61,0.02842765,45.61,0.01939093,45.61,0.0131,45.61,0.01830354,45.61,0.01222553
45.8,0.01935283,45.8,0.01797483,45.8,0.03471779,45.8,0.02801737,45.8,0.02295996,45.8,0.01455415,45.8,0.01766964,45.8,0.00941857
46,0.02091016,46,0.01296737,46,0.03349436,46,0.0276064,46,0.01934214,46,0.01319329,46,0.01225818,46,0.01009669
46.21,0.02271473,46.21,0.01456722,46.21,0.03211446,46.21,0.02563305,46.21,0.01446835,46.21,0.01539199,46.21,0.01628905,46.21,0.01211949
46.39,0.02334687,46.39,0.01655256,46.39,0.03427736,46.39,0.03076989,46.39,0.01911138,46.39,0.0140979,46.39,0.01771995,46.39,0.01519939
46.6,0.01999472,46.6,0.01781797,46.6,0.03582623,46.6,0.02843088,46.6,0.01882168,46.6,0.01347627,46.6,0.01692004,46.6,0.01261012
46.81,0.01877345,46.81,0.01470291,46.81,0.0363583,46.81,0.02938789,46.81,0.02137263,46.81,0.01211284,46.81,0.0163314,46.81,0.01566316
47,0.0185178,47,0.01366944,47,0.02970179,47,0.02599113,47,0.01636545,47,0.01390488,47,0.01600066,47,0.01267904
47.2,0.01873888,47.2,0.01145665,47.2,0.03694496,47.2,0.0290241,47.2,0.01946445,47.2,0.01838951,47.2,0.01375275,47.2,0.01431009
47.41,0.01975301,47.41,0.01152543,47.41,0.03342459,47.41,0.02822906,47.41,0.02114296,47.41,0.01207886,47.41,0.0161911,47.41,0.01238928
47.59,0.01935889,47.59,0.01826363,47.59,0.03122343,47.59,0.02245612,47.59,0.02290857,47.59,0.01560288,47.59,0.01371771,47.59,0.01230639
47.8,0.02107139,47.8,0.01644952,47.8,0.0358987,47.8,0.02997006,47.8,0.01761235,47.8,0.01907063,47.8,0.01487696,47.8,0.01302645
48,0.0215489,48,0.01516642,48,0.03000028,48,0.03363391,48,0.01990011,48,0.01288834,48,0.01717017,48,0.01584741
48.2,0.02064275,48.2,0.0153746,48.2,0.03636695,48.2,0.03054292,48.2,0.01688888,48.2,0.01437473,48.2,0.0163912,48.2,0.00965702
48.4,0.02134763,48.4,0.0159234,48.4,0.03487693,48.4,0.02589267,48.4,0.02400657,48.4,0.01329048,48.4,0.01581966,48.4,0.0124103
48.59,0.02138617,48.59,0.01610636,48.59,0.03772725,48.59,0.03085835,48.59,0.02140024,48.59,0.01259107,48.59,0.01502095,48.59,0.0141955
48.81,0.02191525,48.81,0.01633754,48.81,0.03690466,48.81,0.02625309,48.81,0.02164575,48.81,0.01601277,48.81,0.01727363,48.81,0.01204169
49.01,0.02149596,49.01,0.01723599,49.01,0.03638005,49.01,0.02655739,49.01,0.02045471,49.01,0.01680532,49.01,0.01436116,49.01,0.01119916
49.2,0.02293766,49.2,0.01606614,49.2,0.03621434,49.2,0.03142459,49.2,0.01522288,49.2,0.01488847,49.2,0.01596246,49.2,0.01244567
49.4,0.02444464,49.4,0.01181483,49.4,0.03681998,49.4,0.02597635,49.4,0.01983219,49.4,0.01705635,49.4,0.01474538,49.4,0.01241046
49.59,0.01962015,49.59,0.01560132,49.59,0.03539384,49.59,0.02719366,49.59,0.01890549,49.59,0.01396387,49.59,0.01468128,49.59,0.01257465
49.81,0.02236906,49.81,0.01435716,49.81,0.03537979,49.81,0.02944257,49.81,0.01839287,49.81,0.01598911,49.81,0.01633499,49.81,0.01666319
50,0.01657326,50,0.02012705,50,0.0376569,50,0.02962911,50,0.01535173,50,0.01730704,50,0.01668412,50,0.00984996
50.2,0.01919013,50.2,0.01525485,50.2,0.03500555,50.2,0.02921176,50.2,0.0187016,50.2,0.01686967,50.2,0.01442878,50.2,0.01409382
50.39,0.02313042,50.39,0.01191645,50.39,0.03314758,50.39,0.02901086,50.39,0.02033524,50.39,0.01782328,50.39,0.01441154,50.39,0.00910644
50.6,0.01992301,50.6,0.01370092,50.6,0.0346526,50.6,0.02953356,50.6,0.02273244,50.6,0.01509184,50.6,0.01323672,50.6,0.01144501
50.79,0.01669102,50.79,0.01329512,50.79,0.03217027,50.79,0.02986303,50.79,0.02327437,50.79,0.01645919,50.79,0.01594906,50.79,0.0114949
50.99,0.02124611,50.99,0.01317204,50.99,0.03817381,50.99,0.03214125,50.99,0.02052936,50.99,0.01742428,50.99,0.01865471,50.99,0.01045477
51.21,0.01721596,51.21,0.01759729,51.21,0.03191796,51.21,0.02923886,51.21,0.02409105,51.21,0.01485063,51.21,0.01287791,51.21,0.01548189
51.4,0.0141974,51.4,0.01500575,51.4,0.03485882,51.4,0.02878805,51.4,0.02474002,51.4,0.01198546,51.4,0.01801721,51.4,0.01312163
51.6,0.01901308,51.6,0.01610599,51.6,0.03364511,51.6,0.02851528,51.6,0.02132946,51.6,0.01758543,51.6,0.01512061,51.6,0.01483966
51.81,0.02006674,51.81,0.01748972,51.81,0.03676967,51.81,0.02946695,51.81,0.02140345,51.81,0.01458723,51.81,0.01920123,51.81,0.0152647
51.99,0.01716353,51.99,0.01874323,51.99,0.04161612,51.99,0.02632951,51.99,0.02388827,51.99,0.01409477,51.99,0.01799194,51.99,0.01260629
52.21,0.01805787,52.21,0.0188952,52.21,0.03041858,52.21,0.02749834,52.21,0.01795103,52.21,0.01503191,52.21,0.01422526,52.21,0.01295233
52.4,0.01778936,52.4,0.0145964,52.4,0.03715577,52.4,0.02687889,52.4,0.02358091,52.4,0.01621316,52.4,0.01840636,52.4,0.01394269
52.6,0.02115213,52.6,0.01568897,52.6,0.03572851,52.6,0.02972967,52.6,0.02301576,52.6,0.01626088,52.6,0.01501779,52.6,0.01534538
52.8,0.02285792,52.8,0.01707124,52.8,0.03572633,52.8,0.02999915,52.8,0.02064373,52.8,0.0135204,52.8,0.01584844,52.8,0.01922658
53.01,0.02401806,53.01,0.01243187,53.01,0.03627272,53.01,0.02857034,53.01,0.02362843,53.01,0.0104136,53.01,0.01984463,53.01,0.01561105
53.21,0.02047534,53.21,0.02159418,53.21,0.0339229,53.21,0.02926514,53.21,0.02067071,53.21,0.01595757,53.21,0.0139204,53.21,0.01323102
53.41,0.02251628,53.41,0.01687108,53.41,0.03901736,53.41,0.02986023,53.41,0.02174101,53.41,0.0174575,53.41,0.02095932,53.41,0.01223036
53.6,0.01789485,53.6,0.01295386,53.6,0.03805558,53.6,0.02890133,53.6,0.02034607,53.6,0.01402248,53.6,0.01747681,53.6,0.0094959
53.8,0.01594901,53.8,0.01589127,53.8,0.03651172,53.8,0.02762736,53.8,0.02281858,53.8,0.0155839,53.8,0.01417165,53.8,0.00993217
54.01,0.02194774,54.01,0.01451614,54.01,0.0355102,54.01,0.02833912,54.01,0.01878777,54.01,0.01385428,54.01,0.0132834,54.01,0.0127032
54.21,0.02016035,54.21,0.01927424,54.21,0.03392602,54.21,0.03188087,54.21,0.01567663,54.21,0.01418892,54.21,0.01689283,54.21,0.01120149
54.41,0.02016731,54.41,0.01592134,54.41,0.03725767,54.41,0.03209532,54.41,0.02129793,54.41,0.01615975,54.41,0.01725404,54.41,0.01624625
54.61,0.02158262,54.61,0.01277731,54.61,0.03726826,54.61,0.02772586,54.61,0.02756545,54.61,0.01887853,54.61,0.01496814,54.61,0.01100307
54.8,0.02134298,54.8,0.01271721,54.8,0.03631015,54.8,0.02524141,54.8,0.02014425,54.8,0.01452377,54.8,0.01455599,54.8,0.01176763
55,0.01762393,55,0.01869816,55,0.03494449,55,0.02743771,55,0.02156861,55,0.01392525,55,0.01653489,55,0.01541035
55.21,0.02308699,55.21,0.01515832,55.21,0.03440886,55.21,0.02861043,55.21,0.02012041,55.21,0.01487828,55.21,0.01761445,55.21,0.01084744
55.41,0.02039882,55.41,0.0142257,55.41,0.03864858,55.41,0.03228256,55.41,0.02408001,55.41,0.01525104,55.41,0.0123457,55.41,0.01258919
55.61,0.02213139,55.61,0.02012442,55.61,0.0394569,55.61,0.0295193,55.61,0.02417615,55.61,0.0156814,55.61,0.0165513,55.61,0.01366107
55.81,0.01816617,55.81,0.01641464,55.81,0.0363029,55.81,0.03015498,55.81,0.01830713,55.81,0.01271113,55.81,0.01713819,55.81,0.01393105
56,0.01559434,56,0.01217053,56,0.03345271,56,0.03033175,56,0.02186121,56,0.01746244,56,0.01869438,56,0.01547995
56.21,0.02059851,56.21,0.01160904,56.21,0.03460708,56.21,0.03032621,56.21,0.02210297,56.21,0.01489002,56.21,0.01830333,56.21,0.01290479
56.41,0.01898832,56.41,0.00995021,56.41,0.03284564,56.41,0.02966385,56.41,0.02239356,56.41,0.0203415,56.41,0.01643393,56.41,0.01487217
56.61,0.02102619,56.61,0.01479007,56.61,0.03644969,56.61,0.0250531,56.61,0.01709358,56.61,0.01342933,56.61,0.01681512,56.61,0.01239481
56.81,0.02154561,56.81,0.01699574,56.81,0.0348073,56.81,0.03208843,56.81,0.02003212,56.81,0.01271979,56.81,0.01223696,56.81,0.01075056
56.99,0.02010562,56.99,0.01557551,56.99,0.03641474,56.99,0.03068672,56.99,0.02597371,56.99,0.01864348,56.99,0.01358009,56.99,0.01219161
57.2,0.01891065,57.2,0.01576006,57.2,0.03130179,57.2,0.03025089,57.2,0.0219746,57.2,0.01572805,57.2,0.01452487,57.2,0.01562312
57.41,0.0161331,57.41,0.01416859,57.41,0.03710962,57.41,0.03183015,57.41,0.02197882,57.41,0.01726806,57.41,0.01434985,57.41,0.014452
57.59,0.01995236,57.59,0.01363363,57.59,0.03761793,57.59,0.02347375,57.59,0.02193067,57.59,0.01626147,57.59,0.01467431,57.59,0.01304374
57.81,0.01842968,57.81,0.01663529,57.81,0.03224918,57.81,0.0286227,57.81,0.0221759,57.81,0.01688071,57.81,0.01924138,57.81,0.01208437
58.01,0.02139625,58.01,0.0183199,58.01,0.03517402,58.01,0.03206969,58.01,0.02508708,58.01,0.01819385,58.01,0.01662839,58.01,0.01801823
58.19,0.02268835,58.19,0.01476693,58.19,0.03534394,58.19,0.02694485,58.19,0.02378636,58.19,0.0144948,58.19,0.01454922,58.19,0.01320537
58.4,0.01459279,58.4,0.02067825,58.4,0.03612051,58.4,0.03130231,58.4,0.02103504,58.4,0.01597624,58.4,0.01792989,58.4,0.01352399
58.61,0.02191508,58.61,0.01148319,58.61,0.03705663,58.61,0.02647667,58.61,0.02142327,58.61,0.01638757,58.61,0.01681592,58.61,0.01362069
58.79,0.0227358,58.79,0.01733448,58.79,0.03465686,58.79,0.03369766,58.79,0.01862421,58.79,0.01417314,58.79,0.01506186,58.79,0.01569203
59.01,0.02204179,59.01,0.01583526,59.01,0.03616081,59.01,0.03026451,59.01,0.01833402,59.01,0.01499339,59.01,0.01669381,59.01,0.01359404
59.2,0.01953935,59.2,0.01938601,59.2,0.03206233,59.2,0.03397466,59.2,0.01922744,59.2,0.0173112,59.2,0.01578583,59.2,0.01161041
59.39,0.01637683,59.39,0.0181348,59.39,0.03763926,59.39,0.02775852,59.39,0.02339934,59.39,0.01288013,59.39,0.01862038,59.39,0.01258776
59.61,0.02204001,59.61,0.01395302,59.61,0.03506599,59.61,0.02861338,59.61,0.01927221,59.61,0.01557889,59.61,0.01786487,59.61,0.01344523
59.81,0.01979969,59.81,0.01697194,59.81,0.03525921,59.81,0.03006156,59.81,0.02273568,59.81,0.01472085,59.81,0.01309767,59.81,0.00817348
60.01,0.01480236,60.01,0.01667052,60.01,0.03593292,60.01,0.02940374,60.01,0.0206735,60.01,0.01691149,60.01,0.01330374,60.01,0.01252961
60.2,0.02039067,60.2,0.01225044,60.2,0.03255455,60.2,0.0359669,60.2,0.02124526,60.2,0.01773893,60.2,0.01302264,60.2,0.01040478
60.4,0.02067149,60.4,0.01582991,60.4,0.03432311,60.4,0.02832602,60.4,0.01929174,60.4,0.01398074,60.4,0.02100031,60.4,0.01411199
60.6,0.02059999,60.6,0.01303117,60.6,0.03337948,60.6,0.03161905,60.6,0.01935981,60.6,0.01046152,60.6,0.01666902,60.6,0.01015661
60.81,0.01883034,60.81,0.01528039,60.81,0.03976281,60.81,0.03080709,60.81,0.02105127,60.81,0.01377237,60.81,0.01579686,60.81,0.01130924
61.01,0.01547063,61.01,0.01632543,61.01,0.03296726,61.01,0.02941117,61.01,0.0217107,61.01,0.01438357,61.01,0.01244309,61.01,0.01255038
61.21,0.01978552,61.21,0.01575185,61.21,0.03705866,61.21,0.02967392,61.21,0.02075159,61.21,0.01183735,61.21,0.01831982,61.21,0.01360447
61.42,0.02360833,61.42,0.01274321,61.42,0.03779697,61.42,0.03280073,61.42,0.02331701,61.42,0.01791432,61.42,0.01751696,61.42,0.00712837
61.59,0.0198762,61.59,0.01359661,61.59,0.03635171,61.59,0.02967619,61.59,0.01926928,61.59,0.01231739,61.59,0.01470984,61.59,0.01161564
61.79,0.01540445,61.79,0.01883663,61.79,0.03829076,61.79,0.02740418,61.79,0.02428201,61.79,0.0156763,61.79,0.01236935,61.79,0.01130909
62.01,0.01721036,62.01,0.01499621,62.01,0.03448028,62.01,0.02738315,62.01,0.02103186,62.01,0.01214225,62.01,0.01531881,62.01,0.01438182
62.21,0.01811578,62.21,0.01765683,62.21,0.03671493,62.21,0.02802434,62.21,0.01983913,62.21,0.01282638,62.21,0.0178021,62.21,0.01387061
62.41,0.01868895,62.41,0.01385369,62.41,0.03334698,62.41,0.02731745,62.41,0.01984855,62.41,0.01388273,62.41,0.01557702,62.41,0.01416004
62.6,0.01694625,62.6,0.01356501,62.6,0.03242126,62.6,0.02680035,62.6,0.02160434,62.6,0.01266181,62.6,0.01641676,62.6,0.0161207
62.8,0.01874824,62.8,0.01328129,62.8,0.03144012,62.8,0.02817666,62.8,0.0184519,62.8,0.01612461,62.8,0.01532543,62.8,0.01188911
63.01,0.02301686,63.01,0.01773035,63.01,0.0348593,63.01,0.02752944,63.01,0.02080202,63.01,0.01429361,63.01,0.01659953,63.01,0.01234106
63.19,0.01995373,63.19,0.01498288,63.19,0.03802361,63.19,0.02936104,63.19,0.02191652,63.19,0.01630525,63.19,0.01193398,63.19,0.01294873
63.41,0.01903062,63.41,0.01052978,63.41,0.03689857,63.41,0.03023134,63.41,0.02396135,63.41,0.01285726,63.41,0.01318482,63.41,0.0153063
63.62,0.02033461,63.62,0.01235928,63.62,0.03902585,63.62,0.02921985,63.62,0.01901457,63.62,0.0153406,63.62,0.01555204,63.62,0.00846997
63.79,0.02459223,63.79,0.01944399,63.79,0.03854686,63.79,0.02854102,63.79,0.02101002,63.79,0.01514847,63.79,0.01153726,63.79,0.01323439
64,0.01708357,64,0.01452671,64,0.03450152,64,0.03319032,64,0.02347567,64,0.01461885,64,0.01822827,64,0.01600739
64.21,0.02248026,64.21,0.01569759,64.21,0.03822261,64.21,0.0309104,64.21,0.01857185,64.21,0.0120284,64.21,0.01307103,64.21,0.01042171
64.39,0.01821405,64.39,0.01534229,64.39,0.03785607,64.39,0.02737373,64.39,0.01740706,64.39,0.01361823,64.39,0.01940578,64.39,0.00871592
64.61,0.02290398,64.61,0.02017313,64.61,0.0362607,64.61,0.03279563,64.61,0.02410526,64.61,0.01062496,64.61,0.01165906,64.61,0.01125938
64.8,0.02018334,64.8,0.01623406,64.8,0.03469802,64.8,0.02607865,64.8,0.02196283,64.8,0.01643613,64.8,0.01165999,64.8,0.01666625
64.99,0.01673823,64.99,0.01469094,64.99,0.03974098,64.99,0.03015506,64.99,0.02500121,64.99,0.01619573,64.99,0.01647301,64.99,0.01187228
65.21,0.01923538,65.21,0.01167841,65.21,0.03997829,65.21,0.02731303,65.21,0.02373985,65.21,0.01387235,65.21,0.01477903,65.21,0.01276148
65.41,0.02000822,65.41,0.01537714,65.41,0.03341609,65.41,0.02873486,65.41,0.02298914,65.41,0.01520577,65.41,0.01729831,65.41,0.01333995
65.6,0.01813732,65.6,0.02084229,65.6,0.03720912,65.6,0.02639422,65.6,0.02139549,65.6,0.01620104,65.6,0.01715343,65.6,0.01322934
65.8,0.02225474,65.8,0.0154887,65.8,0.03730968,65.8,0.02872043,65.8,0.02109298,65.8,0.0128747,65.8,0.01137125,65.8,0.01280075
66,0.02291599,66,0.01412161,66,0.03273348,66,0.03131483,66,0.02336023,66,0.01178612,66,0.01054599,66,0.0138777
66.2,0.01989531,66.2,0.01518872,66.2,0.03657497,66.2,0.02939228,66.2,0.02511213,66.2,0.01692262,66.2,0.01807699,66.2,0.01306191
66.41,0.02148778,66.41,0.01786809,66.41,0.03449885,66.41,0.02870432,66.41,0.02069499,66.41,0.01423296,66.41,0.01542977,66.41,0.01382241
66.61,0.01995191,66.61,0.01469186,66.61,0.0391713,66.61,0.03129559,66.61,0.02590489,66.61,0.01763008,66.61,0.01720214,66.61,0.01748575
66.81,0.02205476,66.81,0.01915869,66.81,0.03592907,66.81,0.03367064,66.81,0.02239636,66.81,0.01338975,66.81,0.0167056,66.81,0.01514586
67,0.02105311,67,0.01703179,67,0.03707632,67,0.02824789,67,0.02060915,67,0.01180807,67,0.01588841,67,0.0132256
67.2,0.01961224,67.2,0.01385661,67.2,0.03547851,67.2,0.03271343,67.2,0.0244622,67.2,0.01394454,67.2,0.01202476,67.2,0.01101713
67.4,0.02034917,67.4,0.0139939,67.4,0.03143466,67.4,0.03242407,67.4,0.02516517,67.4,0.01596641,67.4,0.01189866,67.4,0.01397605
67.61,0.02369954,67.61,0.01888642,67.61,0.03468679,67.61,0.02621098,67.61,0.0216916,67.61,0.01713303,67.61,0.0157872,67.61,0.01157719
67.81,0.02276137,67.81,0.01312139,67.81,0.03548559,67.81,0.02984264,67.81,0.0203183,67.81,0.01580457,67.81,0.01406192,67.81,0.01417799
68,0.02087234,68,0.01674596,68,0.03572765,68,0.03085773,68,0.02204102,68,0.0165537,68,0.01385139,68,0.01394239
68.18,0.02564234,68.18,0.01733218,68.18,0.03561575,68.18,0.03111602,68.18,0.02510863,68.18,0.01287809,68.18,0.00969391,68.18,0.0177553
68.4,0.02001138,68.4,0.01469012,68.4,0.03873044,68.4,0.03216843,68.4,0.02253203,68.4,0.0143856,68.4,0.01767902,68.4,0.01130479
68.61,0.0178664,68.61,0.01642528,68.61,0.037123,68.61,0.02784166,68.61,0.02367976,68.61,0.01689067,68.61,0.01233237,68.61,0.01101445
68.81,0.01780221,68.81,0.01703698,68.81,0.03503993,68.81,0.03034215,68.81,0.02344558,68.81,0.01242378,68.81,0.01579002,68.81,0.01684308
